tanggal,wilayah,tavg,rh_avg,rr,ff_avg,tavg_imputed,rh_avg_imputed,ff_avg_imputed,rr_imputed,dum_ramadan,dum_idulfitri,dum_natal_newyr,tahun,tavg_flag,rh_avg_flag,ff_avg_flag,imputasi_flag,tavg_final,rh_avg_final,ff_avg_final,kabupaten,kode_wilayah,level_harga,komoditas,harga,harga_imputed
2021-12-22,Kabupaten Majalengka,27.6,86.0,9.0,0,27.6,86.0,0,False,0,0,0,2021,False,False,False,False,27.6,86.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2021-12-23,Kabupaten Majalengka,26.6,87.0,1.1,1,26.6,87.0,1,False,0,0,0,2021,False,False,False,False,26.6,87.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2021-12-24,Kabupaten Majalengka,27.0,84.0,30.5,1,27.0,84.0,1,False,0,0,1,2021,False,False,False,False,27.0,84.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2021-12-25,Kabupaten Majalengka,26.3,88.0,3.5,1,26.3,88.0,1,False,0,0,1,2021,False,False,False,False,26.3,88.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2021-12-26,Kabupaten Majalengka,27.3,84.0,34.3,1,27.3,84.0,1,False,0,0,1,2021,False,False,False,False,27.3,84.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2021-12-27,Kabupaten Majalengka,26.7,88.0,1.4,1,26.7,88.0,1,False,0,0,0,2021,False,False,False,False,26.7,88.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2021-12-28,Kabupaten Majalengka,26.8,87.0,4.7,1,26.8,87.0,1,False,0,0,0,2021,False,False,False,False,26.8,87.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2021-12-29,Kabupaten Majalengka,27.5,86.0,5.5,1,27.5,86.0,1,False,0,0,0,2021,False,False,False,False,27.5,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2021-12-30,Kabupaten Majalengka,26.8,87.0,1.0,1,26.8,87.0,1,False,0,0,0,2021,False,False,False,False,26.8,87.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2021-12-31,Kabupaten Majalengka,27.7,87.0,22.0,1,27.7,87.0,1,False,0,0,1,2021,False,False,False,False,27.7,87.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2022-01-01,Kabupaten Majalengka,27.2,86.0,0.8,1,27.2,86.0,1,False,0,0,1,2022,False,False,False,False,27.2,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2022-01-02,Kabupaten Majalengka,26.3,89.0,4.2,1,26.3,89.0,1,False,0,0,0,2022,False,False,False,False,26.3,89.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2022-01-03,Kabupaten Majalengka,27.6,83.0,29.5,1,27.6,83.0,1,False,0,0,0,2022,False,False,False,False,27.6,83.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2022-01-04,Kabupaten Majalengka,27.9,74.0,1.0,1,27.9,74.0,1,False,0,0,0,2022,False,False,False,False,27.9,74.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2022-01-05,Kabupaten Majalengka,28.3,79.0,0.0,1,28.3,79.0,1,False,0,0,0,2022,False,False,False,False,28.3,79.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2022-01-06,Kabupaten Majalengka,26.7,87.0,9.0,1,26.7,87.0,1,False,0,0,0,2022,False,False,False,False,26.7,87.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2022-01-07,Kabupaten Majalengka,26.3,89.0,49.7,1,26.3,89.0,1,False,0,0,0,2022,False,False,False,False,26.3,89.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2022-01-08,Kabupaten Majalengka,27.1,85.0,46.5,1,27.1,85.0,1,False,0,0,0,2022,False,False,False,False,27.1,85.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2022-01-09,Kabupaten Majalengka,26.8,87.0,0.8,1,26.8,87.0,1,False,0,0,0,2022,False,False,False,False,26.8,87.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2022-01-10,Kabupaten Majalengka,26.9,89.0,57.0,1,26.9,89.0,1,False,0,0,0,2022,False,False,False,False,26.9,89.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2022-01-11,Kabupaten Majalengka,26.9,87.0,20.3,1,26.9,87.0,1,False,0,0,0,2022,False,False,False,False,26.9,87.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2022-01-12,Kabupaten Majalengka,26.6,88.0,0.0,1,26.6,88.0,1,True,0,0,0,2022,False,False,False,False,26.6,88.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,106666.0,False
2022-01-13,Kabupaten Majalengka,26.4,87.0,36.9,1,26.4,87.0,1,False,0,0,0,2022,False,False,False,False,26.4,87.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-01-14,Kabupaten Majalengka,26.8,86.0,0.5,1,26.8,86.0,1,False,0,0,0,2022,False,False,False,False,26.8,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-01-15,Kabupaten Majalengka,26.6,89.0,0.2,1,26.6,89.0,1,False,0,0,0,2022,False,False,False,False,26.6,89.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-01-16,Kabupaten Majalengka,26.8,89.0,0.5,1,26.8,89.0,1,False,0,0,0,2022,False,False,False,False,26.8,89.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-01-17,Kabupaten Majalengka,27.9,84.0,0.0,2,27.9,84.0,2,True,0,0,0,2022,False,False,False,False,27.9,84.0,2,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-01-18,Kabupaten Majalengka,26.6,88.0,20.9,1,26.6,88.0,1,False,0,0,0,2022,False,False,False,False,26.6,88.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-01-19,Kabupaten Majalengka,27.5,82.0,0.0,2,27.5,82.0,2,True,0,0,0,2022,False,False,False,False,27.5,82.0,2,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-01-20,Kabupaten Majalengka,26.7,86.0,9.5,1,26.7,86.0,1,False,0,0,0,2022,False,False,False,False,26.7,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-01-21,Kabupaten Majalengka,27.2,83.0,0.0,1,27.2,83.0,1,True,0,0,0,2022,False,False,False,False,27.2,83.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-01-22,Kabupaten Majalengka,27.7,83.0,0.0,1,27.7,83.0,1,True,0,0,0,2022,False,False,False,False,27.7,83.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-01-23,Kabupaten Majalengka,27.4,86.0,0.0,1,27.4,86.0,1,False,0,0,0,2022,False,False,False,False,27.4,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-01-24,Kabupaten Majalengka,26.7,86.0,8.0,1,26.7,86.0,1,False,0,0,0,2022,False,False,False,False,26.7,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-01-25,Kabupaten Majalengka,27.3,86.0,19.6,1,27.3,86.0,1,False,0,0,0,2022,False,False,False,False,27.3,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-01-26,Kabupaten Majalengka,27.6,84.0,0.0,2,27.6,84.0,2,False,0,0,0,2022,False,False,False,False,27.6,84.0,2,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-01-27,Kabupaten Majalengka,27.7,83.0,0.0,2,27.7,83.0,2,False,0,0,0,2022,False,False,False,False,27.7,83.0,2,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-01-28,Kabupaten Majalengka,26.9,86.0,0.0,1,26.9,86.0,1,False,0,0,0,2022,False,False,False,False,26.9,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-01-29,Kabupaten Majalengka,28.0,85.0,3.5,1,28.0,85.0,1,False,0,0,0,2022,False,False,False,False,28.0,85.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-01-30,Kabupaten Majalengka,27.0,86.0,5.0,1,27.0,86.0,1,False,0,0,0,2022,False,False,False,False,27.0,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-01-31,Kabupaten Majalengka,27.4,85.0,1.0,1,27.4,85.0,1,False,0,0,0,2022,False,False,False,False,27.4,85.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-02-01,Kabupaten Majalengka,26.6,89.0,7.0,1,26.6,89.0,1,False,0,0,0,2022,False,False,False,False,26.6,89.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-02-02,Kabupaten Majalengka,26.9,89.0,40.8,1,26.9,89.0,1,False,0,0,0,2022,False,False,False,False,26.9,89.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-02-03,Kabupaten Majalengka,27.2,86.0,1.0,1,27.2,86.0,1,False,0,0,0,2022,False,False,False,False,27.2,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
2022-02-04,Kabupaten Majalengka,26.7,88.0,2.0,1,26.7,88.0,1,False,0,0,0,2022,False,False,False,False,26.7,88.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
2022-02-05,Kabupaten Majalengka,25.8,91.0,19.2,1,25.8,91.0,1,False,0,0,0,2022,False,False,False,False,25.8,91.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
2022-02-06,Kabupaten Majalengka,26.1,90.0,12.9,1,26.1,90.0,1,False,0,0,0,2022,False,False,False,False,26.1,90.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
2022-02-07,Kabupaten Majalengka,26.1,90.0,12.1,1,26.1,90.0,1,False,0,0,0,2022,False,False,False,False,26.1,90.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
2022-02-08,Kabupaten Majalengka,25.8,91.0,0.5,0,25.8,91.0,0,False,0,0,0,2022,False,False,False,False,25.8,91.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
2022-02-09,Kabupaten Majalengka,26.2,90.0,11.5,1,26.2,90.0,1,False,0,0,0,2022,False,False,False,False,26.2,90.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
2022-02-10,Kabupaten Majalengka,26.4,89.0,21.4,1,26.4,89.0,1,False,0,0,0,2022,False,False,False,False,26.4,89.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
2022-02-11,Kabupaten Majalengka,27.2,86.0,0.0,1,27.2,86.0,1,True,0,0,0,2022,False,False,False,False,27.2,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
2022-02-12,Kabupaten Majalengka,27.1,91.0,0.7,1,27.1,91.0,1,False,0,0,0,2022,False,False,False,False,27.1,91.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
2022-02-13,Kabupaten Majalengka,26.8,88.0,0.0,1,26.8,88.0,1,True,0,0,0,2022,False,False,False,False,26.8,88.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
2022-02-14,Kabupaten Majalengka,26.4,90.0,2.0,1,26.4,90.0,1,False,0,0,0,2022,False,False,False,False,26.4,90.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
2022-02-15,Kabupaten Majalengka,27.0,86.0,3.0,1,27.0,86.0,1,False,0,0,0,2022,False,False,False,False,27.0,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,40000.0,False
2022-02-16,Kabupaten Majalengka,27.6,86.0,0.0,1,27.6,86.0,1,False,0,0,0,2022,False,False,False,False,27.6,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,40000.0,False
2022-02-17,Kabupaten Majalengka,26.7,87.0,0.5,1,26.7,87.0,1,False,0,0,0,2022,False,False,False,False,26.7,87.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,40000.0,False
2022-02-18,Kabupaten Majalengka,25.2,93.0,3.8,0,25.2,93.0,0,False,0,0,0,2022,False,False,False,False,25.2,93.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,40000.0,False
2022-02-19,Kabupaten Majalengka,25.8,92.0,0.8,0,25.8,92.0,0,False,0,0,0,2022,False,False,False,False,25.8,92.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,40000.0,False
2022-02-20,Kabupaten Majalengka,27.2,91.0,42.6,1,27.2,91.0,1,False,0,0,0,2022,False,False,False,False,27.2,91.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,40000.0,False
2022-02-21,Kabupaten Majalengka,27.1,90.0,0.8,1,27.1,90.0,1,False,0,0,0,2022,False,False,False,False,27.1,90.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,40000.0,False
2022-02-22,Kabupaten Majalengka,25.8,90.0,14.6,1,25.8,90.0,1,False,0,0,0,2022,False,False,False,False,25.8,90.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
2022-02-23,Kabupaten Majalengka,26.1,91.0,96.5,0,26.1,91.0,0,False,0,0,0,2022,False,False,False,False,26.1,91.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
2022-02-24,Kabupaten Majalengka,27.4,86.0,16.0,1,27.4,86.0,1,False,0,0,0,2022,False,False,False,False,27.4,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
2022-02-25,Kabupaten Majalengka,27.1,87.0,24.5,1,27.1,87.0,1,False,0,0,0,2022,False,False,False,False,27.1,87.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-02-26,Kabupaten Majalengka,26.9,88.0,0.0,1,26.9,88.0,1,False,0,0,0,2022,False,False,False,False,26.9,88.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-02-27,Kabupaten Majalengka,25.4,92.0,0.0,1,25.4,92.0,1,True,0,0,0,2022,False,False,False,False,25.4,92.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-02-28,Kabupaten Majalengka,26.5,88.0,15.6,1,26.5,88.0,1,False,0,0,0,2022,False,False,False,False,26.5,88.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-03-01,Kabupaten Majalengka,27.2,88.0,0.0,1,27.2,88.0,1,False,0,0,0,2022,False,False,False,False,27.2,88.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-03-02,Kabupaten Majalengka,26.9,87.0,0.0,1,26.9,87.0,1,False,0,0,0,2022,False,False,False,False,26.9,87.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-03-03,Kabupaten Majalengka,26.5,90.0,11.5,1,26.5,90.0,1,False,0,0,0,2022,False,False,False,False,26.5,90.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-03-04,Kabupaten Majalengka,27.6,88.0,10.8,1,27.6,88.0,1,False,0,0,0,2022,False,False,False,False,27.6,88.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-03-05,Kabupaten Majalengka,25.9,92.0,13.3,1,25.9,92.0,1,False,0,0,0,2022,False,False,False,False,25.9,92.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-03-06,Kabupaten Majalengka,26.3,91.0,70.0,1,26.3,91.0,1,False,0,0,0,2022,False,False,False,False,26.3,91.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,True
2022-03-07,Kabupaten Majalengka,26.6,91.0,44.5,1,26.6,91.0,1,False,0,0,0,2022,False,False,False,False,26.6,91.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-03-08,Kabupaten Majalengka,27.3,90.0,12.7,0,27.3,90.0,0,False,0,0,0,2022,False,False,False,False,27.3,90.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-03-09,Kabupaten Majalengka,26.5,95.0,0.0,1,26.5,95.0,1,True,0,0,0,2022,False,False,False,False,26.5,95.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-03-10,Kabupaten Majalengka,26.7,92.0,16.8,1,26.7,92.0,1,False,0,0,0,2022,False,False,False,False,26.7,92.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-03-11,Kabupaten Majalengka,26.2,87.0,29.6,1,26.2,87.0,1,False,0,0,0,2022,False,False,False,False,26.2,87.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-03-12,Kabupaten Majalengka,26.4,92.0,97.3,1,26.4,92.0,1,False,0,0,0,2022,False,False,False,False,26.4,92.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-03-13,Kabupaten Majalengka,27.1,85.0,10.5,1,27.1,85.0,1,False,0,0,0,2022,False,False,False,False,27.1,85.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,73333.33333333333,True
2022-03-14,Kabupaten Majalengka,28.0,87.0,1.5,1,28.0,87.0,1,False,0,0,0,2022,False,False,False,False,28.0,87.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-03-15,Kabupaten Majalengka,26.9,92.0,29.7,0,26.9,92.0,0,False,0,0,0,2022,False,False,False,False,26.9,92.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-03-16,Kabupaten Majalengka,27.6,89.0,1.8,0,27.6,89.0,0,False,0,0,0,2022,False,False,False,False,27.6,89.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-03-17,Kabupaten Majalengka,28.8,86.0,0.5,1,28.8,86.0,1,False,0,0,0,2022,False,False,False,False,28.8,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-03-18,Kabupaten Majalengka,28.1,86.0,0.0,1,28.1,86.0,1,False,0,0,0,2022,False,False,False,False,28.1,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-03-19,Kabupaten Majalengka,27.3,88.0,0.2,0,27.3,88.0,0,False,0,0,0,2022,False,False,False,False,27.3,88.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-03-20,Kabupaten Majalengka,27.1,86.0,0.4,1,27.1,86.0,1,False,0,0,0,2022,False,False,False,False,27.1,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-03-21,Kabupaten Majalengka,26.7,91.0,4.0,0,26.7,91.0,0,False,0,0,0,2022,False,False,False,False,26.7,91.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-03-22,Kabupaten Majalengka,27.6,87.0,0.1,1,27.6,87.0,1,False,0,0,0,2022,False,False,False,False,27.6,87.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-03-23,Kabupaten Majalengka,27.2,90.0,22.0,1,27.2,90.0,1,False,0,0,0,2022,False,False,False,False,27.2,90.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-03-24,Kabupaten Majalengka,27.6,88.0,11.0,1,27.6,88.0,1,False,0,0,0,2022,False,False,False,False,27.6,88.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-03-25,Kabupaten Majalengka,27.8,85.0,0.0,0,27.8,85.0,0,False,0,0,0,2022,False,False,False,False,27.8,85.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-03-26,Kabupaten Majalengka,27.6,89.0,0.0,1,27.6,89.0,1,True,0,0,0,2022,False,False,False,False,27.6,89.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-03-27,Kabupaten Majalengka,26.0,89.0,2.5,1,26.0,89.0,1,False,0,0,0,2022,False,False,False,False,26.0,89.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-03-28,Kabupaten Majalengka,27.1,88.0,41.2,1,27.1,88.0,1,False,0,0,0,2022,False,False,False,False,27.1,88.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-03-29,Kabupaten Majalengka,28.1,85.0,0.0,1,28.1,85.0,1,True,0,0,0,2022,False,False,False,False,28.1,85.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-03-30,Kabupaten Majalengka,28.6,88.0,0.0,0,28.6,88.0,0,False,1,0,0,2022,False,False,False,False,28.6,88.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,70000.0,False
2022-03-31,Kabupaten Majalengka,27.3,88.0,0.0,1,27.3,88.0,1,True,1,0,0,2022,False,False,False,False,27.3,88.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-04-01,Kabupaten Majalengka,26.5,91.0,26.7,0,26.5,91.0,0,False,1,0,0,2022,False,False,False,False,26.5,91.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-04-02,Kabupaten Majalengka,27.3,87.0,0.2,0,27.3,87.0,0,False,0,0,0,2022,False,False,False,False,27.3,87.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-04-03,Kabupaten Majalengka,26.7,92.0,0.6,1,26.7,92.0,1,False,0,0,0,2022,False,False,False,False,26.7,92.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-04-04,Kabupaten Majalengka,27.0,90.0,6.0,1,27.0,90.0,1,False,0,0,0,2022,False,False,False,False,27.0,90.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-04-05,Kabupaten Majalengka,26.3,92.0,26.0,1,26.3,92.0,1,False,0,0,0,2022,False,False,False,False,26.3,92.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-04-06,Kabupaten Majalengka,26.9,88.0,0.1,1,26.9,88.0,1,False,0,0,0,2022,False,False,False,False,26.9,88.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-04-07,Kabupaten Majalengka,26.9,86.0,2.8,1,26.9,86.0,1,False,0,0,0,2022,False,False,False,False,26.9,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-04-08,Kabupaten Majalengka,28.4,82.0,3.0,1,28.4,82.0,1,False,0,0,0,2022,False,False,False,False,28.4,82.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-04-09,Kabupaten Majalengka,27.3,84.0,0.0,1,27.3,84.0,1,False,0,0,0,2022,False,False,False,False,27.3,84.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,True
2022-04-10,Kabupaten Majalengka,27.5,86.0,22.2,1,27.5,86.0,1,False,0,0,0,2022,False,False,False,False,27.5,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-04-11,Kabupaten Majalengka,27.7,89.0,0.5,1,27.7,89.0,1,False,0,0,0,2022,False,False,False,False,27.7,89.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-04-12,Kabupaten Majalengka,27.2,90.0,33.6,1,27.2,90.0,1,False,0,0,0,2022,False,False,False,False,27.2,90.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-04-13,Kabupaten Majalengka,27.6,86.0,44.0,1,27.6,86.0,1,False,0,0,0,2022,False,False,False,False,27.6,86.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-04-14,Kabupaten Majalengka,28.5,85.0,0.0,0,28.5,85.0,0,True,0,0,0,2022,False,False,False,False,28.5,85.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,80000.0,False
2022-04-15,Kabupaten Majalengka,28.5,84.0,0.0,1,28.5,84.0,1,False,0,0,0,2022,False,False,False,False,28.5,84.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-04-16,Kabupaten Majalengka,28.5,82.0,0.0,1,28.5,82.0,1,False,0,0,0,2022,False,False,False,False,28.5,82.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-04-17,Kabupaten Majalengka,28.6,85.0,0.0,1,28.6,85.0,1,False,0,0,0,2022,False,False,False,False,28.6,85.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-04-18,Kabupaten Majalengka,28.6,86.0,6.4,0,28.6,86.0,0,False,0,0,0,2022,False,False,False,False,28.6,86.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-04-19,Kabupaten Majalengka,27.2,88.0,1.0,1,27.2,88.0,1,False,0,0,0,2022,False,False,False,False,27.2,88.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-04-20,Kabupaten Majalengka,26.4,91.0,98.5,1,26.4,91.0,1,False,0,0,0,2022,False,False,False,False,26.4,91.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-04-21,Kabupaten Majalengka,26.3,94.0,92.4,0,26.3,94.0,0,False,0,0,0,2022,False,False,False,False,26.3,94.0,0,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,60000.0,False
2022-04-22,Kabupaten Majalengka,27.1,91.0,16.8,1,27.1,91.0,1,False,0,0,0,2022,False,False,False,False,27.1,91.0,1,Kabupaten Majalengka,32.1,Konsumen,Cabai Rawit Merah,50000.0,False
